Ticker,Year,Market_Capitalization,Total_Debt,Cash_Equivalents,Enterprise_Value
EGHT,2022,507177379.84185576,755887000.0,91205000.0,1171859379.8418558
EGHT,2023,414063660.6314357,,111400000.0,
EGHT,2024,347486786.28056115,,116262000.0,
PDYN,2020,,,,
PDYN,2021,4498235354.274016,,217114000.0,
PDYN,2022,466516023.51023865,,35159000.0,
PDYN,2023,16777181.5869653,,23139000.0,
PDYN,2024,154289922.69458473,,31188000.0,
LAW,2020,,,,
LAW,2021,1308725870.7738605,,255477000.0,
LAW,2022,397196381.3781738,,203244000.0,
LAW,2023,432720000.0,,159551000.0,
LAW,2024,345876822.33508825,,52771000.0,
HPAI,2020,,,,
HPAI,2021,,,,
HPAI,2022,,,,
HPAI,2023,,,,
HPAI,2024,,,,
SSTI,2020,406824124.0593447,,16043000.0,
SSTI,2021,371281184.5524249,,15636000.0,
SSTI,2022,404145895.50839657,,10479000.0,
SSTI,2023,309003946.99290955,,5703000.0,
SSTI,2024,163641869.30995288,,13183000.0,
MEI,2020,,613700000.0,217300000.0,
MEI,2021,,562000000.0,233200000.0,
MEI,2022,,422700000.0,172000000.0,
MEI,2023,,501100000.0,157000000.0,
MEI,2024,,634300000.0,161500000.0,
ONTF,2020,,,,
ONTF,2021,424138150.5495183,,164948000.0,
ONTF,2022,326589297.7864662,,26996000.0,
ONTF,2023,341465198.2607052,,53209000.0,
ONTF,2024,,,,
CRNT,2020,,,,
CRNT,2021,,,,
CRNT,2022,,,,
CRNT,2023,,,,
CRNT,2024,,,,
TSSI,2020,10385371.25314985,4262000.0,19012000.0,-4364628.74685015
TSSI,2021,9292666.50468111,2234000.0,7992000.0,3534666.5046811104
TSSI,2022,11514569.855511189,0.0,20397000.0,-8882430.144488811
TSSI,2023,6572444.371332229,,11831000.0,
TSSI,2024,227497802.013588,8200000.0,,
MRT,2020,,,,
MRT,2021,,,610926.0,
MRT,2022,,,251865.0,
MRT,2023,,,,
MRT,2024,,,,
TTEC,2020,3172980193.0750985,,132914000.0,
TTEC,2021,3895850959.9295497,,158205000.0,
TTEC,2022,2055406129.550913,,153435000.0,
TTEC,2023,985745444.6596222,,172747000.0,
TTEC,2024,239869065.18653783,,84991000.0,
TLS,2020,1596085389.1790493,,106045000.0,
TLS,2021,1042130391.789944,,126562000.0,
TLS,2022,312619957.2227894,,119305000.0,
TLS,2023,281572680.1735593,,99260000.0,
TLS,2024,248821166.808106,,54578000.0,
NTCL,2020,,,,
NTCL,2021,,,,
NTCL,2022,,,,
NTCL,2023,,,,
NTCL,2024,,,,
TCX,2020,799456368.8401965,,8311000.0,
TCX,2021,885222593.5934274,,9105000.0,
TCX,2022,342865708.87154865,,23496000.0,
TCX,2023,268031154.2714281,,92687000.0,
TCX,2024,185645966.73681164,,56903000.0,
MAPS,2020,,,,
MAPS,2021,823695403.6070222,,,
MAPS,2022,137629260.3422395,,,
MAPS,2023,103625362.8797814,,,
MAPS,2024,,,,
III,2020,129621899.11312716,148374000.0,43730000.0,234265899.11312717
III,2021,334182884.6624352,143041000.0,47521000.0,429702884.6624352
III,2022,210352538.4399096,143906000.0,30587000.0,323671538.4399096
III,2023,209234035.54786444,153591000.0,22636000.0,340189035.54786444
III,2024,170134118.48554015,138350000.0,23075000.0,285409118.48554015
ILLR,2020,43341023.38837896,,672443.0,
ILLR,2021,31313717.21767244,,164863.0,
ILLR,2022,244147175.55692783,,6449876.0,
ILLR,2023,54949606.71347024,,1861223.0,
ILLR,2024,,,,
FEIM,2020,74535325.05398706,,3808000.0,
FEIM,2021,69456726.51842661,,9807000.0,
FEIM,2022,42148614.87007141,,11561000.0,
FEIM,2023,89131933.65049362,,12049000.0,
FEIM,2024,156930759.12704468,,18320000.0,
GAUZ,2020,,,,
GAUZ,2021,,,,
GAUZ,2022,,,,
GAUZ,2023,,,,
GAUZ,2024,,,,
BKTI,2020,174996551.7491093,,6826000.0,
BKTI,2021,141419809.54635042,,10580000.0,
BKTI,2022,,,,
BKTI,2023,127623133.393118,,1918000.0,
BKTI,2024,126208133.08965582,,7075000.0,
CSPI,2020,15918239.879608154,,19264000.0,
CSPI,2021,17889162.47333799,,20007000.0,
CSPI,2022,19840331.57920837,,23982000.0,
CSPI,2023,48492736.4733696,,25217000.0,
CSPI,2024,160956321.25854492,,30585000.0,
MPTI,2020,,,,
MPTI,2021,,,,
MPTI,2022,16186967.464855105,,926000.0,
MPTI,2023,88249483.97003312,,3913000.0,
MPTI,2024,169199666.02656326,,12641000.0,
CCRD,2020,360609028.8431808,,37956000.0,
CCRD,2021,350838509.54757947,,29244000.0,
CCRD,2022,242050636.4599568,,20399000.0,
CCRD,2023,117738184.14282036,,26918000.0,
CCRD,2024,178261894.54779172,,19481000.0,
AEYE,2020,208271464.92735547,1083000.0,9095000.0,200259464.92735547
AEYE,2021,79230836.87538193,1083000.0,18966000.0,61347836.87538193
AEYE,2022,48708428.3104624,1952000.0,6904000.0,43756428.3104624
AEYE,2023,51426466.12286568,6727000.0,9236000.0,48917466.12286568
AEYE,2024,230841520.11442184,13547000.0,5651000.0,238737520.11442184
SMRT,2020,,,,
SMRT,2021,1064722.561225891,1651000.0,430841000.0,-428125277.4387741
SMRT,2022,458441149.93709606,,210409000.0,
SMRT,2023,653913666.1377192,,215214000.0,
SMRT,2024,341011800.0,,142482000.0,
CSLR,2020,,,,
CSLR,2021,,,277583.0,
CSLR,2022,,,72923.0,
CSLR,2023,49048804.07317731,,2593000.0,
CSLR,2024,,,,
NEON,2020,74895693.0894876,,10473000.0,
NEON,2021,118111791.89028548,,,
NEON,2022,74244004.58723927,,,
NEON,2023,27198957.992895797,,16155000.0,
NEON,2024,125572334.05442522,,16427000.0,
EGAN,2020,357869396.93784714,,46609000.0,
EGAN,2021,313140982.6145172,,63231000.0,
EGAN,2022,276028607.1859996,,72173000.0,
EGAN,2023,255074770.151186,,73201000.0,
EGAN,2024,172192959.60724354,,70003000.0,
TOYO,2020,,,,
TOYO,2021,,,,
TOYO,2022,,,,
TOYO,2023,,,,
TOYO,2024,,,,
VUZI,2020,252301184.91290587,,36069508.0,
VUZI,2021,513531660.6916821,,120203873.0,
VUZI,2022,249538053.95114425,,72563943.0,
VUZI,2023,141584891.56050923,,26555592.0,
VUZI,2024,249635432.34176803,,18186506.0,
KOPN,2020,173659110.67312118,,17112869.0,
KOPN,2021,389876526.9716377,,26787931.0,
KOPN,2022,120739094.84876096,,8258878.0,
KOPN,2023,170569701.94974226,,5710685.0,
KOPN,2024,166523230.06730697,,14160120.0,
SVCO,2020,,,,
SVCO,2021,,,,
SVCO,2022,,,,
SVCO,2023,,,,
SVCO,2024,201154949.60236743,,19606000.0,
ATOM,2020,240496879.36673844,,37942000.0,
ATOM,2021,472989215.5287607,,28699000.0,
ATOM,2022,163411299.76431528,,21184000.0,
ATOM,2023,180325561.4566803,,12591000.0,
ATOM,2024,240268250.2839088,,25778000.0,
AISPW,2020,,,,
AISPW,2021,,,1663104.0,
AISPW,2022,,,1054581.0,
AISPW,2023,,131608.0,3124413.0,
AISPW,2024,,,11414830.0,
MLGO,2020,,,,
MLGO,2021,2613730471.656436,,32090.0,
MLGO,2022,42566927328.7381,,42746270.0,
MLGO,2023,,,,
MLGO,2024,,,,
AISP,2020,,,,
AISP,2021,,,1663104.0,
AISP,2022,,,1054581.0,
AISP,2023,150813906.08906537,131608.0,3124413.0,147821101.08906537
AISP,2024,106694121.1798533,,11414830.0,
RELL,2020,,,30535000.0,
RELL,2021,,,43316000.0,
RELL,2022,,,35495000.0,
RELL,2023,,,24981000.0,
RELL,2024,,,24263000.0,
QH,2020,,,,
QH,2021,,,,
QH,2022,,,,
QH,2023,,,,
QH,2024,,,,
BKKT,2020,,,,
BKKT,2021,,,391364000.0,
BKKT,2022,,,98332000.0,
BKKT,2023,,,52882000.0,
BKKT,2024,,,39049000.0,
ARBE,2020,,,,
ARBE,2021,,,,
ARBE,2022,,,,
ARBE,2023,,,,
ARBE,2024,,,,
PAYS,2020,,,,
PAYS,2021,85086745.13456765,,7387156.0,
PAYS,2022,135553756.5309827,,,
PAYS,2023,134550029.60408247,,,
PAYS,2024,169884140.68899223,,,
ICG,2020,,,,
ICG,2021,,,,
ICG,2022,,,,
ICG,2023,,,,
ICG,2024,,,,
SNCR,2020,1433864341.9303894,10000000.0,,
SNCR,2021,1518372014.4217355,143104000.0,31504000.0,1629972014.4217355
SNCR,2022,543616564.3121401,267688000.0,21921000.0,789383564.3121401
SNCR,2023,33764616.16455643,270799000.0,24572000.0,279991616.16455644
SNCR,2024,68908257.39632717,322930000.0,33375000.0,358463257.39632714
INSG,2020,12476740561.10143,,40015000.0,
INSG,2021,6290145557.259601,,46474000.0,
INSG,2022,1092664936.9382334,,7143000.0,
INSG,2023,27100006.54345207,,7519000.0,
INSG,2024,148264625.8807584,,39596000.0,
NXTT,2020,,,4640603.0,
NXTT,2021,,,616593.0,
NXTT,2022,145385947.58988816,,20025495.0,
NXTT,2023,,,,
NXTT,2024,10709077.658686996,,668387.0,
MRAM,2020,92544686.95899716,10897000.0,14599000.0,88842686.95899716
MRAM,2021,215487726.99773225,5277000.0,21409000.0,199355726.99773225
MRAM,2022,115276402.84865476,1529000.0,26795000.0,90010402.84865476
MRAM,2023,183178218.773283,,36946000.0,
MRAM,2024,137185738.24283344,1784000.0,42097000.0,96872738.24283344
MX,2020,476826228.6445997,304743000.0,279940000.0,501629228.6445997
MX,2021,758967945.8493243,,279547000.0,
MX,2022,410347507.147913,,225477000.0,
MX,2023,295075344.8460834,,158092000.0,
MX,2024,155166434.77929127,27211000.0,138610000.0,43767434.77929127
JNVR,2020,,,,
JNVR,2021,,,,
JNVR,2022,,,,
JNVR,2023,72103742.13962479,,5075609.0,
JNVR,2024,7030431.130662536,,2517477.0,
VERI,2020,799532120.4940157,,114817000.0,
VERI,2021,751291898.0314982,,254722000.0,
VERI,2022,234631930.75564435,,184423000.0,
VERI,2023,75988449.43596578,,79439000.0,
VERI,2024,102618321.12663636,,16911000.0,
NOTE,2020,,,,
NOTE,2021,,,618138.0,
NOTE,2022,,479593000.0,60388000.0,
NOTE,2023,,384290000.0,16451000.0,
NOTE,2024,,369351000.0,28814000.0,
STEC,2020,,,,
STEC,2021,,,,
STEC,2022,,,,
STEC,2023,,,,
STEC,2024,,,,
MKFG,2020,,,919823.0,
MKFG,2021,285210857.522147,5022000.0,288603000.0,1629857.5221469998
MKFG,2022,1290138487.9505205,,124242000.0,
MKFG,2023,1416196523.8699684,,116854000.0,
MKFG,2024,74857315.14709455,,53629000.0,
KVHI,2020,194880367.373954,1935000.0,12578000.0,184237367.373954
KVHI,2021,180794709.71481296,1935000.0,11376000.0,171353709.71481296
KVHI,2022,197384984.5304489,,21056000.0,
KVHI,2023,100131639.48302329,,11294000.0,
KVHI,2024,114822948.4092403,,50572000.0,
ALMU,2020,,,,
ALMU,2021,,,,
ALMU,2022,,,3740722.0,
ALMU,2023,30630957.147757567,,,
ALMU,2024,78359098.28049223,,1291072.0,
AUID,2020,,2469564.0,3765277.0,
AUID,2021,2620430454.619249,494865.0,,
AUID,2022,155932365.67381,,,
AUID,2023,57239201.00480848,,,
AUID,2024,61802440.52196292,,,
GNSS,2020,220739103.8247641,18000.0,23319000.0,197438103.8247641
GNSS,2021,133867087.81857952,,13167000.0,
GNSS,2022,105784932.56377596,,12736000.0,
GNSS,2023,65037455.78859298,,8665000.0,
GNSS,2024,121985268.288782,,4945000.0,
ODYS,2020,,,3373000.0,
ODYS,2021,44556629.833333336,,8581000.0,
ODYS,2022,36219119.664683975,,10099000.0,
ODYS,2023,25654420.400099248,,8945000.0,
ODYS,2024,90322996.6524114,,18164000.0,
ONDS,2020,158386918.10254842,907000.0,26060733.0,133233185.10254842
ONDS,2021,245363988.41332635,300000.0,40815123.0,204848865.41332635
ONDS,2022,84228010.24343781,,29775096.0,
ONDS,2023,70363869.02536328,,,
ONDS,2024,110270590.68686782,,,
RDZN,2020,,,,
RDZN,2021,,,,
RDZN,2022,,,,
RDZN,2023,,,,
RDZN,2024,79676358.55349611,2126202.0,11186095.0,70616465.55349611
REKR,2020,177322978.2716443,469000.0,20595000.0,157196978.2716443
REKR,2021,249960453.50227168,,25796000.0,
REKR,2022,44518136.309342064,,1924000.0,
REKR,2023,178792121.4153238,,15385000.0,
REKR,2024,80891739.61343628,,5013000.0,
GPRO,2020,,,325654000.0,
GPRO,2021,,,401087000.0,
GPRO,2022,,,223735000.0,
GPRO,2023,,,222708000.0,
GPRO,2024,,,102811000.0,
LPTH,2020,88995496.05303764,9437508.0,5387388.0,93045616.05303764
LPTH,2021,58518096.02709499,8494730.0,6774694.0,60238132.02709499
LPTH,2022,31441887.401261337,3218580.0,5507891.0,29152576.401261337
LPTH,2023,41065697.79629958,1550587.0,4687004.0,37929280.79629958
LPTH,2024,92646952.97643654,325880.0,,
RSSS,2020,56865262.64120257,,9311556.0,
RSSS,2021,59209353.2508456,,11004337.0,
RSSS,2022,54670852.24981879,,10603175.0,
RSSS,2023,75907755.78354263,,13545333.0,
RSSS,2024,120260378.80923197,,6100031.0,
CTM,2020,,,,
CTM,2021,,,,
CTM,2022,38195430.65345835,,,
CTM,2023,10744723.386961874,,,
CTM,2024,,,,
SILC,2020,,,,
SILC,2021,,,,
SILC,2022,,,,
SILC,2023,,,,
SILC,2024,,,,
LTRX,2020,120096410.30098043,3682000.0,7691000.0,116087410.30098043
LTRX,2021,202758318.37141472,5892000.0,9739000.0,198911318.37141472
LTRX,2022,142714671.5526016,16484000.0,17221000.0,141977671.5526016
LTRX,2023,211964386.10625,30495000.0,13452000.0,229007386.10625
LTRX,2024,132678531.13839322,29440000.0,26237000.0,135881531.13839322
QUIK,2020,33036375.03087521,,22748000.0,
QUIK,2021,60010691.16962524,,,
QUIK,2022,66977261.2948077,,,
QUIK,2023,173188309.79156494,,,
QUIK,2024,123588983.76123904,,,
PSQH,2020,,,,
PSQH,2021,,,841226.0,
PSQH,2022,,,,
PSQH,2023,,,16446030.0,
PSQH,2024,,,,
WRAP,2020,186958729.89545172,,16646811.0,
WRAP,2021,172082737.31399155,,4937000.0,
WRAP,2022,89078434.60365283,,5330000.0,
WRAP,2023,111975850.17998014,,3955000.0,
WRAP,2024,79212294.15899348,,3610000.0,
INTT,2020,,,10277000.0,
INTT,2021,,16000000.0,21195000.0,
INTT,2022,,28042000.0,13434000.0,
INTT,2023,,19984000.0,45260000.0,
INTT,2024,97472118.91263892,15480000.0,19830000.0,93122118.91263892
GSIT,2020,167339974.54779842,,51506000.0,
GSIT,2021,115255181.91471924,,44234000.0,
GSIT,2022,46450762.73066149,,36971000.0,
GSIT,2023,67819513.44645436,,27212000.0,
GSIT,2024,72278932.82080652,,14429000.0,
ZEO,2020,,,,
ZEO,2021,,,1323903.0,
ZEO,2022,,,614767.0,
ZEO,2023,,,,
ZEO,2024,,,,
HOLO,2020,,,,
HOLO,2021,,,48955.0,
HOLO,2022,,,21910338.0,
HOLO,2023,,,,
HOLO,2024,,,,
DHX,2020,109268420.1752288,29018000.0,7640000.0,130646420.1752288
DHX,2021,289430521.4982714,42313000.0,1540000.0,330203521.4982714
DHX,2022,247173430.7540485,52730000.0,3006000.0,296897430.75404847
DHX,2023,118038103.65185738,68000000.0,4206000.0,181832103.65185738
DHX,2024,85868076.01133585,70000000.0,3702000.0,152166076.01133585
LPSN,2020,3907719793.553039,,654152000.0,
LPSN,2021,2516297116.339232,,521846000.0,
LPSN,2022,824725635.4115491,,391781000.0,
LPSN,2023,275570948.7119915,,210782000.0,
LPSN,2024,79577995.21144912,,183237000.0,
QMCO,2020,2353097829226.031,301439000.0,6440000.0,2353392828226.031
QMCO,2021,5199695044.101533,,27430000.0,
QMCO,2022,1308709588.2759094,,5210000.0,
QMCO,2023,472031456.4687252,,25963000.0,
QMCO,2024,2814196306.2901416,438367000.0,25692000.0,3226871306.2901416
GCTS,2020,,,,
GCTS,2021,,,1214555.0,
GCTS,2022,,,521149.0,
GCTS,2023,,,16371.0,
GCTS,2024,89559910.99196076,11186000.0,1435000.0,99310910.99196076
UPLD,2020,1242219642.4766283,1040318000.0,250029000.0,2032508642.4766283
UPLD,2021,585370547.3307433,1033600000.0,189158000.0,1429812547.3307433
UPLD,2022,228292994.8955534,1027010000.0,248653000.0,1006649994.8955534
UPLD,2023,139979479.36759344,985349000.0,236559000.0,888769479.3675935
UPLD,2024,131238763.87764816,760472000.0,56426000.0,835284763.8776481
YAAS,2020,,,,
YAAS,2021,,,,
YAAS,2022,,,,
YAAS,2023,,,,
YAAS,2024,,,,
UEIC,2020,,,57153000.0,
UEIC,2021,,,60813000.0,
UEIC,2022,,,66740000.0,
UEIC,2023,,,42751000.0,
UEIC,2024,,,26783000.0,
SOL,2020,,,,
SOL,2021,,,,
SOL,2022,,,,
SOL,2023,1507713297.926224,,70174000.0,
SOL,2024,1011746662.2182888,46200000.0,50012000.0,1007934662.2182888
ALOT,2020,,,,
ALOT,2021,,14824000.0,11439000.0,
ALOT,2022,,15263000.0,5276000.0,
ALOT,2023,,20194000.0,3946000.0,
ALOT,2024,,22090000.0,4527000.0,
DUOT,2020,12067673.51995241,,,
DUOT,2021,20561473.069337346,,,
DUOT,2022,12447860.728603104,,,
DUOT,2023,21651569.173868824,,,
DUOT,2024,41361580.28103884,,,
YIBO,2020,,,,
YIBO,2021,,,,
YIBO,2022,,,,
YIBO,2023,,,,
YIBO,2024,,,,
TROO,2020,,,,
TROO,2021,,,,
TROO,2022,,,,
TROO,2023,,,,
TROO,2024,,,,
SYT,2020,,,,
SYT,2021,,,,
SYT,2022,,,,
SYT,2023,,,,
SYT,2024,,,,
ALTS,2020,8049702.949109475,,379000.0,
ALTS,2021,,,,
ALTS,2022,4839160.363642432,2657000.0,115000.0,7381160.363642432
ALTS,2023,2179815.963480192,,5000.0,
ALTS,2024,32704346.605503414,,7177000.0,
LINK,2020,36685351.48593358,,6120000.0,
LINK,2021,43706330.52512577,,10777000.0,
LINK,2022,39378681.07182639,,10091000.0,
LINK,2023,79811898.61387014,,4304000.0,
LINK,2024,53047310.85359316,,2950000.0,
FKWL,2020,247150472.94165477,,28161644.0,
FKWL,2021,41184508.16999274,,45796006.0,
FKWL,2022,45967258.52990878,,26277418.0,
FKWL,2023,35619406.96238136,,12241286.0,
FKWL,2024,51568009.83067989,,12266556.0,
ELTK,2020,,,,
ELTK,2021,,,,
ELTK,2022,,,,
ELTK,2023,,,,
ELTK,2024,,,,
INLX,2020,5925665.369719063,,1907882.0,
INLX,2021,21454568.6691042,,1752630.0,
INLX,2022,15552349.51871642,,2696481.0,
INLX,2023,18505521.33727051,,1215248.0,
INLX,2024,58482857.67697592,,2489236.0,
SOTK,2020,66466081.93831026,1245715.0,3659551.0,64052245.938310266
SOTK,2021,112386383.0387151,1539640.0,4084078.0,109841945.0387151
SOTK,2022,98876100.41642793,1001640.0,4840558.0,95037182.41642793
SOTK,2023,82659232.4518135,,3354601.0,
SOTK,2024,71315792.00843196,,2134786.0,
VEEA,2020,,,,
VEEA,2021,,,107224.0,
VEEA,2022,,,,
VEEA,2023,,,94703.0,
VEEA,2024,92008234.18949224,,1685633.0,
NUKK,2020,75717215.96745083,,712817.0,
NUKK,2021,87966102.95595442,,,
NUKK,2022,92020928.8479033,,,
NUKK,2023,470905012.4844415,,19318.0,
NUKK,2024,30864749.86607319,,3678.0,
INUV,2020,21730504.11297738,,,
INUV,2021,53079398.03177614,,10475964.0,
INUV,2022,30817789.83351881,,2931415.0,
INUV,2023,43299805.23397858,,,
INUV,2024,52773088.7353066,,,
ASYS,2020,90736503.40868898,9976000.0,45070000.0,55642503.40868898
ASYS,2021,132463483.67953818,9200000.0,32836000.0,108827483.67953819
ASYS,2022,116523043.18741833,,46874000.0,
ASYS,2023,74599852.03162201,,13133000.0,
ASYS,2024,79809154.05738534,,11086000.0,
AXTI,2020,407311399.5921272,,72602000.0,
AXTI,2021,352442997.96994525,,36763000.0,
AXTI,2022,206365208.5031782,,34948000.0,
AXTI,2023,101785698.02076817,,37752000.0,
AXTI,2024,98847890.50633907,,22833000.0,
OPTX,2020,,,,
OPTX,2021,,,494599.0,
OPTX,2022,,,117506.0,
OPTX,2023,187784196.08543527,3938477.0,,
OPTX,2024,,,,
PHUN,2020,2223777759.4988785,4672000.0,3940000.0,2224509759.4988785
PHUN,2021,11876132770.892857,3762000.0,23137000.0,11856757770.892857
PHUN,2022,4482154493.867032,,1955000.0,
PHUN,2023,13610793.921715831,,3934000.0,
PHUN,2024,54393086.341276266,,112974000.0,
ALAR,2020,,,,
ALAR,2021,,,,
ALAR,2022,,,,
ALAR,2023,,,,
ALAR,2024,,,,
JG,2020,,,,
JG,2021,,,,
JG,2022,,,,
JG,2023,,,,
JG,2024,,,,
SMXT,2020,,,,
SMXT,2021,,,,
SMXT,2022,,,,
SMXT,2023,,20700000.0,2539312.0,
SMXT,2024,71469127.17352764,18000000.0,786333.0,88682794.17352764
SELX,2020,,,,
SELX,2021,,,,
SELX,2022,,,,
SELX,2023,,,,
SELX,2024,,,,
IDN,2020,173310509.56896156,,,
IDN,2021,96828512.21737024,,,
IDN,2022,38540264.92869002,,5196000.0,
IDN,2023,35610726.02926178,,3980000.0,
IDN,2024,55554468.7357347,,4666000.0,
DVLT,2020,213554037942.85715,,7415000.0,
DVLT,2021,283216305950.0,,13108000.0,
DVLT,2022,702919728.5714285,,2897000.0,
DVLT,2023,336009644.88750005,,411000.0,
DVLT,2024,46952339.379017234,,3330000.0,
MAXN,2020,,,,
MAXN,2021,,,,
MAXN,2022,,,,
MAXN,2023,,,,
MAXN,2024,,,,
OSS,2020,50013789.13891927,2044814.0,6316921.0,45741682.13891927
OSS,2021,82284726.55542724,,5101174.0,
OSS,2022,57790152.2609302,409294.0,3112196.0,55087250.2609302
OSS,2023,39995126.01103603,409294.0,4048948.0,36355472.01103603
OSS,2024,57959322.37200742,,6794093.0,
TYGO,2020,,,,
TYGO,2021,30664105.44569152,,802606.0,
TYGO,2022,,,88107.0,
TYGO,2023,62921100.337910205,42212000.0,4405000.0,100728100.3379102
TYGO,2024,,,,
CIIT,2020,4499408.756952431,,3968.0,
CIIT,2021,3552920.4627000093,,3951.0,
CIIT,2022,2564488.2491796697,,9000.0,
CIIT,2023,2706342.453602627,,,
CIIT,2024,40975996.20178189,,,
VTSI,2020,29655286.92437093,,6841984.0,
VTSI,2021,62652849.52573776,,19708565.0,
VTSI,2022,47534976.81121119,,13483597.0,
VTSI,2023,95613708.85064784,,18849842.0,
VTSI,2024,77166115.9070184,,18040827.0,
AIRG,2020,143429243.08697385,,38173000.0,
AIRG,2021,103253394.07702854,,14511000.0,
AIRG,2022,69744664.56659636,,11903000.0,
AIRG,2023,34715862.450659275,,7881000.0,
AIRG,2024,87810516.80419445,,8510000.0,
KOSS,2020,19188589.762514845,,3999409.0,
KOSS,2021,100187549.86373852,,6950215.0,
KOSS,2022,49713974.92458256,,9208170.0,
KOSS,2023,32344166.938455462,,3091062.0,
KOSS,2024,69523245.96757638,,2837081.0,
USIO,2020,45947345.34913309,,5011132.0,
USIO,2021,137484034.09932235,71434.0,7255321.0,130300147.09932235
USIO,2022,48476314.61205466,86428.0,5709117.0,42853625.61205466
USIO,2023,43497333.74295372,733974.0,7155687.0,37075620.74295372
USIO,2024,37006579.67648959,1290842.0,8056891.0,30240530.67648959
CMTL,2020,,314500000.0,47878000.0,
CMTL,2021,,350500000.0,30861000.0,
CMTL,2022,,331000000.0,21654000.0,
CMTL,2023,,290029000.0,18961000.0,
CMTL,2024,,330515000.0,32433000.0,
MASK,2020,,,,
MASK,2021,,,,
MASK,2022,,,,
MASK,2023,,,,
MASK,2024,,,,
MIND,2020,,,3090000.0,
MIND,2021,,,4611000.0,
MIND,2022,,,5114000.0,
MIND,2023,,,778000.0,
MIND,2024,45484786.64312266,,5289000.0,
ZEPP,2020,,,,
ZEPP,2021,,,,
ZEPP,2022,,,,
ZEPP,2023,,,,
ZEPP,2024,,,,
SPRU,2020,15689634629.622663,1545000.0,,
SPRU,2021,4212211236.03049,307000.0,351676000.0,3860842236.03049
SPRU,2022,1027271048.1974752,474441000.0,220321000.0,1281391048.1974752
SPRU,2023,214494343.9103057,1065307000.0,141354000.0,1138447343.9103057
SPRU,2024,141481575.33101386,1267887000.0,72802000.0,1336566575.331014
PXLW,2020,126213936.3609762,,31257000.0,
PXLW,2021,244901181.2862104,,61587000.0,
PXLW,2022,79552236.6259757,,56821000.0,
PXLW,2023,67624518.9973993,,47544000.0,
PXLW,2024,44491937.26209489,,23647000.0,
AIFF,2020,424107427.6326897,356991.0,1858160.0,422606258.6326897
AIFF,2021,1747342896.971185,,4931302.0,
AIFF,2022,301903497.85431534,,731081.0,
AIFF,2023,9723146.849983811,,681995.0,
AIFF,2024,16745065.657523634,,,
DSWL,2020,,,,
DSWL,2021,,,,
DSWL,2022,,,,
DSWL,2023,,,,
DSWL,2024,,,,
UBXG,2020,,,,
UBXG,2021,,,,
UBXG,2022,,,,
UBXG,2023,,,,
UBXG,2024,,,,
TACT,2020,67609873.98869528,,10359000.0,
TACT,2021,96662921.75143889,,19457000.0,
TACT,2022,61766173.866090775,,7946000.0,
TACT,2023,69179821.03782389,,12321000.0,
TACT,2024,40903191.02227112,,14394000.0,
AXIL,2020,,,409031.0,
AXIL,2021,,,496937.0,
AXIL,2022,,,373731.0,
AXIL,2023,,,4832682.0,
AXIL,2024,23565475.755342238,,3253876.0,
HKIT,2020,,,,
HKIT,2021,,,,
HKIT,2022,,,,
HKIT,2023,,,,
HKIT,2024,,,,
GMM,2020,,,,
GMM,2021,,,,
GMM,2022,,,,
GMM,2023,,,,
GMM,2024,,,,
REFR,2020,88216378.98518409,,4772705.0,
REFR,2021,58168087.418465294,,269964.0,
REFR,2022,68688839.12272167,,4230916.0,
REFR,2023,32463265.65278581,,2475958.0,
REFR,2024,59031450.07639432,,1994186.0,
FTCI,2020,,,,
FTCI,2021,6151396366.364291,784000.0,102185000.0,6049995366.364291
FTCI,2022,2461240833.643252,,44385000.0,
FTCI,2023,862966920.1453279,,25235000.0,
FTCI,2024,44491570.08061192,,11247000.0,
BMR,2020,,,,
BMR,2021,,,,
BMR,2022,,,,
BMR,2023,,,,
BMR,2024,,,,
MNDO,2020,,,,
MNDO,2021,,,,
MNDO,2022,,,,
MNDO,2023,,,,
MNDO,2024,,,,
KPLT,2020,,,1043895.0,
KPLT,2021,5448227145.625,,,
KPLT,2022,2449544671.1984286,,65430000.0,
KPLT,2023,39023351.46589355,,21408000.0,
KPLT,2024,27549986.333549023,,3465000.0,
VHC,2020,2503839497.188414,,192908000.0,
VHC,2021,1360452260.2071865,,142018000.0,
VHC,2022,603076575.9135052,,86561000.0,
VHC,2023,26707800.485261463,,26289000.0,
VHC,2024,19137717.038944244,,23296000.0,
LGL,2020,51655659.37195709,,18331000.0,
LGL,2021,58682703.37278871,,29016000.0,
LGL,2022,22227544.14861679,,21507000.0,
LGL,2023,29421395.871876147,,40711000.0,
LGL,2024,32082511.16928935,,41585000.0,
FOXX,2020,,,,
FOXX,2021,,,,
FOXX,2022,,,,
FOXX,2023,,,,
FOXX,2024,5430000.007152557,,,
WKEY,2020,,,,
WKEY,2021,,,,
WKEY,2022,,,,
WKEY,2023,,,,
WKEY,2024,,,,
GLE,2020,,,,
GLE,2021,,,,
GLE,2022,,,,
GLE,2023,,,,
GLE,2024,,,,
AWRE,2020,74366869.70500648,,38565000.0,
AWRE,2021,68379049.30240001,,29963000.0,
AWRE,2022,38680728.63385627,,11749000.0,
AWRE,2023,34068073.140558615,,10002000.0,
AWRE,2024,32459937.316172503,,12972000.0,
XBP,2020,,,,
XBP,2021,,,,
XBP,2022,,,,
XBP,2023,380833462.54955554,27209000.0,6905000.0,401137462.54955554
